0	0	10	10	0
0	10	10	10	0
0	20	10	10	0
0	30	10	10	0
0	40	10	10	0
0	50	10	10	0
0	60	10	10	0
0	70	10	10	0
0	80	10	10	0
0	90	10	10	0
0	100	10	10	0
0	110	10	10	0
0	120	10	10	0
0	130	10	10	0
0	140	10	10	0
0	150	10	10	0
0	160	10	10	0
0	170	10	10	0
0	180	10	10	0
0	190	10	10	0
0	200	10	10	0
0	210	10	10	0
0	220	10	10	0
0	230	10	10	0
0	240	10	10	0
0	250	10	10	0
0	260	10	10	0
0	270	10	10	0
0	280	10	10	0
0	290	10	10	0
0	300	10	10	0
0	310	10	10	0
0	320	10	10	0
0	330	10	10	0
0	340	10	10	0
0	350	10	10	0
0	360	10	10	0
0	370	10	10	0
0	380	10	10	0
0	390	10	10	0
0	400	10	10	0
0	410	10	10	0
0	420	10	10	0
0	430	10	10	0
0	440	10	10	0
0	450	10	10	0
0	460	10	10	0
0	470	10	10	0
0	480	10	10	0
0	490	10	10	0
0	500	10	10	0
0	510	10	10	0
0	520	10	10	0
0	530	10	10	0
0	540	10	10	0
0	550	10	10	0
0	560	10	10	0
0	570	10	10	0
0	580	10	10	0
0	590	10	10	0
0	600	10	10	0
0	610	10	10	0
0	620	10	10	0
0	630	10	10	0
10	0	10	10	0
10	10	10	10	0
10	20	10	10	0
10	30	10	10	0
10	40	10	10	0
10	50	10	10	0
10	60	10	10	0
10	70	10	10	0
10	80	10	10	0
10	90	10	10	0
10	100	10	10	0
10	110	10	10	0
10	120	10	10	0
10	130	10	10	0
10	140	10	10	0
10	150	10	10	0
10	160	10	10	0
10	170	10	10	0
10	180	10	10	0
10	190	10	10	0
10	200	10	10	0
10	210	10	10	0
10	220	10	10	0
10	230	10	10	0
10	240	10	10	0
10	250	10	10	0
10	260	10	10	0
10	270	10	10	0
10	280	10	10	0
10	290	10	10	0
10	300	10	10	0
10	310	10	10	0
10	320	10	10	0
10	330	10	10	0
10	340	10	10	0
10	350	10	10	0
10	360	10	10	0
10	370	10	10	0
10	380	10	10	0
10	390	10	10	0
10	400	10	10	0
10	410	10	10	0
10	420	10	10	0
10	430	10	10	0
10	440	10	10	0
10	450	10	10	0
10	460	10	10	0
10	470	10	10	0
10	480	10	10	0
10	490	10	10	0
10	500	10	10	0
10	510	10	10	0
10	520	10	10	0
10	530	10	10	0
10	540	10	10	0
10	550	10	10	0
10	560	10	10	0
10	570	10	10	0
10	580	10	10	0
10	590	10	10	0
10	600	10	10	0
10	610	10	10	0
10	620	10	10	0
10	630	10	10	0
20	0	10	10	0
20	10	10	10	0
20	20	10	10	0
20	30	10	10	0
20	40	10	10	0
20	50	10	10	0
20	60	10	10	0
20	70	10	10	0
20	80	10	10	0
20	90	10	10	0
20	100	10	10	0
20	110	10	10	0
20	120	10	10	0
20	130	10	10	0
20	140	10	10	0
20	150	10	10	0
20	160	10	10	0
20	170	10	10	0
20	180	10	10	0
20	190	10	10	0
20	200	10	10	0
20	210	10	10	0
20	220	10	10	0
20	230	10	10	0
20	240	10	10	0
20	250	10	10	0
20	260	10	10	0
20	270	10	10	0
20	280	10	10	0
20	290	10	10	0
20	300	10	10	0
20	310	10	10	0
20	320	10	10	0
20	330	10	10	0
20	340	10	10	0
20	350	10	10	0
20	360	10	10	0
20	370	10	10	0
20	380	10	10	0
20	390	10	10	0
20	400	10	10	0
20	410	10	10	0
20	420	10	10	0
20	430	10	10	0
20	440	10	10	0
20	450	10	10	0
20	460	10	10	0
20	470	10	10	0
20	480	10	10	0
20	490	10	10	0
20	500	10	10	0
20	510	10	10	0
20	520	10	10	0
20	530	10	10	0
20	540	10	10	0
20	550	10	10	0
20	560	10	10	0
20	570	10	10	0
20	580	10	10	0
20	590	10	10	0
20	600	10	10	0
20	610	10	10	0
20	620	10	10	0
20	630	10	10	0
30	0	10	10	0
30	10	10	10	0
